City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
269,Bambous Virieux,MU,2020-08-23 20:04:24,-20.34,57.76,71.6,73,40,17.22,scattered clouds
270,Nome,US,2020-08-23 19:59:29,64.5,-165.41,53.6,81,90,5.82,overcast clouds
271,Kalianget,ID,2020-08-23 20:09:14,-7.05,113.93,78.62,81,3,12.53,clear sky
272,Jieshi,CN,2020-08-23 20:09:15,22.81,115.83,81.82,81,8,5.3,clear sky
273,Glyadyanskoye,RU,2020-08-23 20:09:15,54.91,65.09,52.03,94,23,6.82,few clouds
274,Sabang,ID,2020-08-23 20:09:15,5.89,95.32,83.68,69,31,6.26,scattered clouds
275,Huarmey,PE,2020-08-23 20:09:15,-10.07,-78.15,67.42,64,10,8.3,clear sky
276,Brownfield,US,2020-08-23 20:09:15,33.18,-102.27,93.99,29,0,3.0,clear sky
277,Hofn,IS,2020-08-23 20:09:15,64.25,-15.21,51.85,75,100,3.98,overcast clouds
278,Duldurga,RU,2020-08-23 20:09:16,50.68,113.59,52.9,89,97,3.8,overcast clouds
279,Waihi Beach,NZ,2020-08-23 20:09:16,-37.4,175.93,57.0,78,82,1.99,light rain
280,Gualaquiza,EC,2020-08-23 20:09:16,-3.4,-78.55,75.7,58,35,4.63,light rain
281,Aksha,RU,2020-08-23 20:09:16,50.28,113.29,53.42,85,82,4.76,broken clouds
282,Bintulu,MY,2020-08-23 20:09:18,3.17,113.03,75.2,94,40,4.7,light rain
283,Kamina,CD,2020-08-23 20:09:19,-8.74,24.99,70.09,46,20,1.36,few clouds
284,Caraquet,CA,2020-08-23 20:09:19,47.79,-64.94,71.01,82,75,2.24,light rain
285,Zeya,RU,2020-08-23 20:09:19,53.75,127.27,55.78,89,100,4.72,light rain
286,Margate,GB,2020-08-23 20:04:25,51.38,1.39,66.0,78,100,1.99,light rain
287,Dali,CN,2020-08-23 20:09:19,25.7,100.18,61.83,86,52,3.85,broken clouds
288,Neosho,US,2020-08-23 20:09:15,36.87,-94.37,93.0,40,0,4.0,clear sky
289,Sanchor,IN,2020-08-23 20:09:20,24.76,71.77,81.61,83,100,12.73,light rain
290,Zanjan,IR,2020-08-23 20:09:20,36.67,48.48,56.79,74,26,7.45,scattered clouds
291,Xinzhou,CN,2020-08-23 20:09:20,38.41,112.73,64.67,90,100,2.35,overcast clouds
292,Sinsheim,DE,2020-08-23 20:09:20,49.25,8.88,64.0,62,0,6.58,clear sky
293,Yozgat,TR,2020-08-23 20:09:20,39.58,35.33,56.28,69,0,6.8,clear sky
294,Chicama,PE,2020-08-23 20:05:07,-7.84,-79.15,72.88,50,1,10.16,clear sky
295,Port Blair,IN,2020-08-23 20:05:15,11.67,92.75,81.25,83,99,8.88,overcast clouds
296,Padang,ID,2020-08-23 20:01:06,-0.95,100.35,78.51,72,97,4.36,overcast clouds
297,Belize,BZ,2020-08-23 20:09:21,17.25,-88.75,95.0,50,100,3.0,overcast clouds
298,Airai,TL,2020-08-23 20:03:55,-8.93,125.41,57.24,36,65,4.07,broken clouds
299,Ostrovnoy,RU,2020-08-23 20:04:51,68.05,39.51,58.23,89,37,17.16,scattered clouds
300,Irbeyskoye,RU,2020-08-23 20:09:21,55.64,95.45,52.57,81,70,2.86,broken clouds
301,Klaksvik,FO,2020-08-23 20:04:47,62.23,-6.59,46.4,81,79,8.05,broken clouds
302,Krasnokholmskiy,RU,2020-08-23 20:09:22,55.99,55.05,54.9,86,0,3.47,clear sky
303,Baruun-Urt,MN,2020-08-23 20:05:52,46.68,113.28,54.82,85,0,2.48,clear sky
304,Flinders,AU,2020-08-23 20:09:22,-34.58,150.86,48.99,62,0,8.01,clear sky
305,Nagaur,IN,2020-08-23 20:09:22,27.2,73.73,84.27,71,2,7.9,clear sky
306,Cairns,AU,2020-08-23 20:04:25,-16.92,145.77,59.0,77,62,4.7,broken clouds
307,Sakaraha,MG,2020-08-23 20:09:23,-22.9,44.53,63.43,72,0,2.66,clear sky
308,Caravelas,BR,2020-08-23 20:05:34,-17.71,-39.25,67.87,89,100,14.85,light rain
309,Atar,MR,2020-08-23 20:08:02,20.52,-13.05,102.72,20,23,10.96,few clouds
310,Nanortalik,GL,2020-08-23 20:04:40,60.14,-45.24,46.96,78,0,5.01,clear sky
311,Pitkyaranta,RU,2020-08-23 20:09:23,61.57,31.48,62.08,82,12,13.56,few clouds
312,Lahat,ID,2020-08-23 20:09:24,-3.8,103.53,71.69,90,100,2.35,overcast clouds
313,Deqing,CN,2020-08-23 20:09:24,30.54,119.96,81.0,83,0,4.47,clear sky
314,Namatanai,PG,2020-08-23 20:05:08,-3.67,152.43,78.21,83,99,4.99,light rain
315,Raudeberg,NO,2020-08-23 20:09:24,61.99,5.14,48.0,88,88,14.41,light rain
316,Myitkyina,MM,2020-08-23 20:09:24,25.38,97.4,74.73,96,100,0.69,moderate rain
317,Tupik,RU,2020-08-23 20:09:24,54.43,119.93,50.54,87,100,6.02,light rain
318,Qasigiannguit,GL,2020-08-23 20:06:04,68.82,-51.19,46.4,52,0,3.36,clear sky
319,Ozinki,RU,2020-08-23 20:09:25,51.18,49.68,60.35,68,0,6.76,clear sky
320,Vila Franca Do Campo,PT,2020-08-23 20:04:09,37.72,-25.43,75.2,78,20,12.75,few clouds
321,Acapulco,MX,2020-08-23 20:05:19,16.86,-99.89,84.2,79,40,3.36,scattered clouds
322,Ukiah,US,2020-08-23 20:07:01,39.15,-123.21,91.99,32,20,3.36,few clouds
323,Chirongui,YT,2020-08-23 20:09:25,-12.93,45.15,71.6,88,27,5.82,scattered clouds
324,Monte Patria,CL,2020-08-23 20:09:26,-30.69,-70.95,62.55,45,0,5.75,clear sky
325,Hamilton,US,2020-08-23 19:59:37,39.18,-84.53,86.0,61,75,3.89,broken clouds
326,Puerto Escondido,MX,2020-08-23 20:09:26,15.85,-97.07,84.2,66,90,10.29,overcast clouds
327,Harper,LR,2020-08-23 20:05:03,4.38,-7.72,76.77,78,88,9.28,overcast clouds
328,Makakilo City,US,2020-08-23 20:04:16,21.35,-158.09,84.2,62,40,6.93,scattered clouds
329,Ajjampur,IN,2020-08-23 20:09:27,13.73,76.01,70.48,87,39,9.93,scattered clouds
330,Komsomolskiy,UZ,2020-08-23 20:05:10,40.43,71.72,77.0,36,0,6.93,clear sky
331,Porto Novo,BJ,2020-08-23 20:09:12,6.5,2.6,77.0,88,20,12.75,few clouds
332,Lompoc,US,2020-08-23 20:04:51,34.64,-120.46,73.99,78,1,6.93,clear sky
333,Beyneu,KZ,2020-08-23 20:04:27,45.32,55.2,70.72,46,100,8.34,overcast clouds
334,Gizo,SB,2020-08-23 20:09:28,-8.1,156.84,79.83,84,100,23.2,moderate rain
335,Cidreira,BR,2020-08-23 20:03:33,-30.18,-50.21,61.11,77,0,16.26,clear sky
336,Goya,AR,2020-08-23 20:08:55,-29.14,-59.26,71.76,40,0,10.4,clear sky
337,Karratha,AU,2020-08-23 20:04:27,-20.74,116.85,72.77,43,71,5.19,broken clouds
338,Bartica,GY,2020-08-23 20:09:28,6.4,-58.62,78.8,83,75,9.17,thunderstorm with heavy rain
339,Sembe,CG,2020-08-23 20:09:29,1.65,14.58,71.04,93,99,0.72,moderate rain
340,Champerico,GT,2020-08-23 20:09:29,14.3,-91.92,86.0,66,75,11.41,broken clouds
341,Bathsheba,BB,2020-08-23 20:06:06,13.22,-59.52,87.8,66,20,11.41,shower rain
342,Santa Cruz Del Sur,CU,2020-08-23 20:04:31,20.71,-78.0,89.29,69,95,14.52,moderate rain
343,Jiuquan,CN,2020-08-23 20:09:29,39.74,98.52,68.23,25,0,4.41,clear sky
344,San Cristobal,VE,2020-08-23 20:05:19,7.77,-72.22,89.6,46,40,18.34,scattered clouds
345,Paungde,MM,2020-08-23 20:09:30,18.48,95.5,75.45,93,100,11.14,overcast clouds
346,Luderitz,NA,2020-08-23 20:06:03,-26.65,15.16,60.22,67,0,7.36,clear sky
347,Geraldton,AU,2020-08-23 20:03:56,-28.77,114.6,48.2,93,75,6.93,broken clouds
348,Vila Praia De Ancora,PT,2020-08-23 20:09:30,41.81,-8.85,73.0,78,4,5.82,clear sky
349,Esil,KZ,2020-08-23 20:09:30,51.96,66.4,56.44,79,0,4.88,clear sky
350,Stornoway,GB,2020-08-23 20:05:01,58.21,-6.39,50.0,71,37,5.82,scattered clouds
351,Siderno,IT,2020-08-23 20:09:31,38.28,16.3,81.0,69,1,13.87,clear sky
352,Lalmohan,BD,2020-08-23 20:09:31,22.34,90.74,81.12,85,96,5.7,light rain
353,Zyryanka,RU,2020-08-23 20:05:51,65.75,150.85,37.78,85,99,9.13,overcast clouds
354,Nelson Bay,AU,2020-08-23 20:05:16,-32.72,152.15,50.0,66,0,19.46,clear sky
355,Aswan,EG,2020-08-23 20:09:31,24.09,32.91,90.19,20,0,11.54,clear sky
356,Shache,CN,2020-08-23 20:06:15,38.42,77.24,66.56,27,0,2.48,clear sky
357,Kirakira,SB,2020-08-23 20:05:14,-10.45,161.92,79.57,81,100,8.21,moderate rain
358,Atasu,KZ,2020-08-23 20:04:24,48.68,71.64,61.86,47,86,8.72,overcast clouds
359,Ulaangom,MN,2020-08-23 20:09:32,49.98,92.07,55.31,64,100,1.52,overcast clouds
360,Deputatskiy,RU,2020-08-23 20:05:44,69.3,139.9,31.21,98,100,3.11,overcast clouds
361,Marzuq,YE,2020-08-23 20:09:32,14.4,46.47,83.84,43,100,7.36,overcast clouds
362,Seddon,AU,2020-08-23 20:09:32,-37.81,144.89,46.99,93,90,10.29,overcast clouds
363,Dembi Dolo,ET,2020-08-23 20:09:33,8.53,34.8,58.57,100,100,2.82,light rain
364,Cabinda,AO,2020-08-23 20:09:33,-5.55,12.2,74.48,88,39,6.67,scattered clouds
365,Palaikastron,GR,2020-08-23 20:09:33,35.2,26.25,82.0,45,0,8.01,clear sky
366,Talnakh,RU,2020-08-23 20:05:14,69.49,88.4,57.2,82,100,13.42,overcast clouds
367,Lufilufi,WS,2020-08-23 20:05:51,-13.87,-171.6,77.0,94,40,27.34,scattered clouds
368,Ebeltoft,DK,2020-08-23 20:09:34,56.19,10.68,60.8,82,21,9.17,few clouds
369,Berlevag,NO,2020-08-23 20:06:06,70.86,29.09,59.0,87,100,3.36,light rain
370,Chaumont,FR,2020-08-23 20:09:34,48.12,5.13,61.0,64,1,2.57,clear sky
371,Lazaro Cardenas,MX,2020-08-23 20:09:35,17.96,-102.2,85.41,72,68,6.78,broken clouds
372,Itoman,JP,2020-08-23 20:09:35,26.12,127.67,82.4,88,75,29.97,light intensity shower rain
373,Tsiroanomandidy,MG,2020-08-23 20:09:35,-18.77,46.03,63.01,57,0,4.0,clear sky
374,Lasa,IT,2020-08-23 20:04:21,46.62,10.7,62.01,67,20,3.36,few clouds
375,Pisco,PE,2020-08-23 20:04:16,-13.7,-76.22,66.0,82,75,9.17,broken clouds
376,Lodja,CD,2020-08-23 20:09:36,-3.48,23.43,70.21,92,100,0.94,light rain
377,Carbonia,IT,2020-08-23 20:09:36,39.17,8.52,77.0,65,5,12.75,clear sky
378,Arroyo,ES,2020-08-23 20:09:36,41.61,-4.8,75.0,33,64,8.05,broken clouds
379,Parrita,CR,2020-08-23 20:05:34,9.52,-84.32,70.0,94,90,8.05,mist
380,Ha Tinh,VN,2020-08-23 20:09:37,18.33,105.9,80.96,76,92,7.92,overcast clouds
381,Belmonte,BR,2020-08-23 20:09:37,-15.86,-38.88,69.8,83,75,5.82,shower rain
382,Inyonga,TZ,2020-08-23 20:09:37,-6.72,32.07,67.17,44,1,4.18,clear sky
383,Muros,ES,2020-08-23 20:05:59,42.78,-9.06,70.0,70,1,5.99,clear sky
384,Mercedes,AR,2020-08-23 20:09:37,-34.65,-59.43,70.0,35,53,11.01,broken clouds
385,Paciran,ID,2020-08-23 20:09:37,-6.88,112.38,78.37,78,19,7.18,few clouds
386,Panguma,SL,2020-08-23 20:09:38,8.18,-11.13,71.38,100,100,3.85,light rain
387,Oranjemund,NA,2020-08-23 20:04:15,-28.55,16.43,54.54,89,1,7.78,clear sky
388,Bara,NG,2020-08-23 20:09:38,10.37,10.73,70.57,93,100,5.99,overcast clouds
389,Mulege,MX,2020-08-23 20:09:38,26.88,-111.98,95.74,37,0,12.03,clear sky
390,Kalach-Na-Donu,RU,2020-08-23 20:09:38,48.69,43.53,62.6,51,0,8.95,clear sky
391,Brownsville,US,2020-08-23 20:07:40,25.9,-97.5,89.01,48,1,10.29,clear sky
392,La Palma,US,2020-08-23 20:01:15,33.85,-118.05,93.0,55,1,6.93,clear sky
393,Petropavlovsk-Kamchatskiy,RU,2020-08-23 20:04:58,53.05,158.65,50.0,100,75,4.47,light intensity shower rain
394,Porosozero,RU,2020-08-23 20:09:39,62.72,32.73,57.63,87,73,7.16,broken clouds
395,Bud,US,2020-08-23 20:05:34,39.45,-86.18,86.0,58,75,5.32,broken clouds
396,Bethanien,NA,2020-08-23 20:09:39,-26.5,17.16,59.95,29,0,7.16,clear sky
397,Mashivka,UA,2020-08-23 20:09:39,49.44,34.87,64.17,49,0,4.5,clear sky
398,Araguaina,BR,2020-08-23 20:09:40,-7.19,-48.21,96.46,24,1,8.37,clear sky
399,Tatishchevo,RU,2020-08-23 20:09:40,51.67,45.6,64.0,44,0,4.0,clear sky
400,Maniitsoq,GL,2020-08-23 20:09:40,65.42,-52.9,45.61,87,40,5.39,scattered clouds
401,Dunedin,NZ,2020-08-23 20:09:40,-45.87,170.5,48.99,96,100,4.0,light rain
402,Shimoda,JP,2020-08-23 20:05:25,34.67,138.95,70.0,93,100,1.01,overcast clouds
403,Mapiri,BO,2020-08-23 20:09:41,-15.25,-68.17,81.46,41,53,4.59,broken clouds
404,Kieta,PG,2020-08-23 20:09:41,-6.22,155.63,76.66,83,100,5.79,light rain
405,Liberty,US,2020-08-23 20:09:41,31.83,-81.5,82.99,78,75,10.29,broken clouds
406,Kuloy,RU,2020-08-23 20:09:42,61.03,42.49,60.75,85,100,5.7,overcast clouds
407,Saurimo,AO,2020-08-23 20:08:15,-9.66,20.39,76.15,32,93,3.83,overcast clouds
408,Dzaoudzi,YT,2020-08-23 20:09:42,-12.79,45.27,71.6,88,66,5.82,broken clouds
409,Umm Lajj,SA,2020-08-23 20:09:43,25.02,37.27,83.7,58,0,3.49,clear sky
410,Tual,ID,2020-08-23 20:07:06,-5.67,132.75,78.82,78,81,17.13,broken clouds
411,Palenque,MX,2020-08-23 20:09:43,17.52,-91.97,89.6,70,75,8.05,broken clouds
412,Itaituba,BR,2020-08-23 20:09:44,-4.28,-55.98,97.61,26,80,2.95,broken clouds
413,Sinjar,IQ,2020-08-23 20:09:44,36.32,41.88,81.64,20,0,8.88,clear sky
414,Sao Felix Do Xingu,BR,2020-08-23 20:09:44,-6.64,-51.99,99.91,18,0,1.32,clear sky
415,Bubaque,GW,2020-08-23 20:05:25,11.28,-15.83,80.74,84,95,12.1,overcast clouds
416,Brae,GB,2020-08-23 20:06:06,60.4,-1.35,51.8,66,91,11.41,overcast clouds
417,Itarema,BR,2020-08-23 20:05:46,-2.92,-39.92,79.93,70,0,19.51,clear sky
418,Mahajanga,MG,2020-08-23 20:09:45,-15.72,46.32,73.4,73,32,5.82,scattered clouds
419,Kurri Kurri,AU,2020-08-23 20:09:45,-32.82,151.48,46.99,74,0,1.99,clear sky
420,Tukrah,LY,2020-08-23 20:09:45,32.53,20.58,77.68,77,0,9.1,clear sky
421,Anloga,GH,2020-08-23 20:09:46,5.79,0.9,77.0,83,20,11.41,few clouds
422,Inuvik,CA,2020-08-23 20:09:46,68.35,-133.72,66.2,55,75,9.17,broken clouds
423,Linhares,BR,2020-08-23 20:08:24,-19.39,-40.07,64.22,87,98,6.71,overcast clouds
424,Ambulu,ID,2020-08-23 20:09:46,-8.35,113.61,71.87,88,81,3.15,broken clouds
425,Sitka,US,2020-08-23 20:04:52,57.05,-135.33,60.8,77,90,4.7,overcast clouds
426,Fasa,IR,2020-08-23 20:09:46,28.94,53.65,80.6,30,7,4.41,clear sky
427,Smirnykh,RU,2020-08-23 20:09:47,49.75,142.83,54.36,93,87,0.45,overcast clouds
428,Marienburg,PL,2020-08-23 20:09:47,54.04,19.03,64.99,100,0,4.03,clear sky
429,Qui Nhon,VN,2020-08-23 20:09:47,13.77,109.23,79.27,81,100,5.32,overcast clouds
430,Cockburn Town,TC,2020-08-23 20:04:12,21.46,-71.14,84.29,81,100,26.96,overcast clouds
431,Yecuatla,MX,2020-08-23 20:09:47,19.87,-96.75,85.17,62,34,8.66,light rain
432,Pombia,IT,2020-08-23 20:09:48,45.65,8.63,81.0,61,0,3.36,light rain
433,Cheremukhovo,RU,2020-08-23 20:09:48,60.35,59.99,46.89,87,35,2.64,scattered clouds
434,Phan Thiet,VN,2020-08-23 20:09:48,10.93,108.1,77.52,87,71,6.69,broken clouds
435,Sambava,MG,2020-08-23 20:04:05,-14.27,50.17,70.54,82,90,11.92,light rain
436,Liverpool,GB,2020-08-23 20:09:30,53.41,-2.98,60.8,77,75,8.05,broken clouds
437,Zapolyarnyy,RU,2020-08-23 20:09:49,69.42,30.81,57.2,93,40,13.87,thunderstorm
438,Poya,NC,2020-08-23 20:09:49,-21.35,165.15,69.3,77,100,5.57,overcast clouds
439,Keuruu,FI,2020-08-23 20:09:49,62.27,24.7,59.0,82,75,4.7,light intensity shower rain
440,Iqaluit,CA,2020-08-23 19:59:23,63.75,-68.51,48.2,76,40,4.7,scattered clouds
441,San Rafael,AR,2020-08-23 20:09:50,-34.62,-68.33,69.26,20,0,8.28,clear sky
442,Ust-Uda,RU,2020-08-23 20:09:50,54.17,103.03,52.36,93,100,2.77,overcast clouds
443,Sisimiut,GL,2020-08-23 20:04:43,66.94,-53.67,47.12,76,5,4.85,clear sky
444,Saint Marys,US,2020-08-23 20:00:43,30.73,-81.55,82.99,60,90,14.99,moderate rain
445,Perene,PE,2020-08-23 20:09:50,-10.95,-75.23,86.49,38,21,6.02,few clouds
446,Gastonia,US,2020-08-23 20:05:42,35.26,-81.19,87.01,62,40,4.7,scattered clouds
447,Tapejara,BR,2020-08-23 20:09:51,-28.07,-52.01,60.42,78,0,8.77,clear sky
448,Sorland,NO,2020-08-23 20:09:51,67.67,12.69,51.8,81,75,6.93,broken clouds
449,Zirgan,RU,2020-08-23 20:09:51,53.22,55.92,51.62,91,0,3.87,clear sky
450,Aldan,RU,2020-08-23 20:09:51,58.6,125.39,37.33,80,0,1.3,clear sky
451,Bantogon,PH,2020-08-23 20:09:52,6.53,124.03,76.84,81,3,5.26,clear sky
452,Ruiz,MX,2020-08-23 20:09:52,21.95,-105.15,82.4,69,75,6.91,broken clouds
453,Kudahuvadhoo,MV,2020-08-23 20:05:19,2.67,72.89,83.3,70,100,4.9,light rain
454,Ancud,CL,2020-08-23 20:05:48,-41.87,-73.82,48.2,87,90,12.75,overcast clouds
455,Westport,US,2020-08-23 20:02:03,41.14,-73.36,86.0,69,1,9.17,clear sky
456,Mount Isa,AU,2020-08-23 20:05:37,-20.73,139.5,42.8,45,0,3.36,clear sky
457,Lahad Datu,MY,2020-08-23 20:09:53,5.03,118.33,75.0,92,8,3.22,light rain
458,Atagay,RU,2020-08-23 20:09:53,55.1,99.39,50.65,84,28,3.47,scattered clouds
459,Saint-Louis,SN,2020-08-23 20:09:53,16.33,-15.0,95.0,53,20,4.7,few clouds
460,Jasper,US,2020-08-23 20:06:27,37.2,-94.35,91.99,41,20,4.7,few clouds
461,Loandjili,CG,2020-08-23 20:09:54,-4.76,11.86,75.2,83,90,5.82,overcast clouds
462,Kaya,BF,2020-08-23 20:09:54,13.09,-1.08,80.65,72,5,8.79,clear sky
463,Chapais,CA,2020-08-23 20:05:03,49.78,-74.85,68.0,49,75,6.93,broken clouds
464,Batesville,US,2020-08-23 20:09:54,35.77,-91.64,93.99,46,75,8.05,broken clouds
465,Vardo,NO,2020-08-23 19:59:46,70.37,31.11,55.4,93,95,14.99,light rain
466,Novoilinsk,RU,2020-08-23 20:09:54,51.68,108.71,55.63,87,100,4.88,light rain
467,Goderich,CA,2020-08-23 20:09:55,43.75,-81.72,90.0,47,0,1.99,clear sky
468,Tucuman,AR,2020-08-23 20:08:06,-26.82,-65.22,75.2,17,90,11.41,smoke
469,Pafos,CY,2020-08-23 20:09:55,34.77,32.42,75.2,64,0,6.93,clear sky
470,Wicklow,IE,2020-08-23 20:09:55,53.0,-6.42,59.0,77,75,14.99,broken clouds
471,Qena,EG,2020-08-23 20:09:55,26.16,32.72,89.6,25,0,3.36,clear sky
472,Avera,US,2020-08-23 20:05:11,33.19,-82.53,82.0,71,90,3.36,overcast clouds
473,Erenhot,CN,2020-08-23 20:04:24,43.65,111.98,64.98,64,0,9.13,clear sky
474,Juneau,US,2020-08-23 20:09:16,58.3,-134.42,57.0,93,90,5.82,moderate rain
475,Gigmoto,PH,2020-08-23 20:05:35,13.78,124.39,80.64,80,100,4.16,overcast clouds
476,Riviere-Au-Renard,CA,2020-08-23 20:09:56,49.0,-64.4,64.4,55,75,6.93,shower rain
477,Phuket,TH,2020-08-23 20:07:39,8.0,98.25,84.0,94,20,5.1,few clouds
478,Celestun,MX,2020-08-23 20:09:56,20.87,-90.4,86.25,68,32,11.79,scattered clouds
479,Constantine,DZ,2020-08-23 20:06:05,36.37,6.61,78.8,61,20,9.17,few clouds
480,Clifton Springs,AU,2020-08-23 20:09:57,-38.15,144.57,42.8,100,90,10.29,overcast clouds
481,Iwaki,JP,2020-08-23 20:05:48,37.05,140.88,77.0,94,84,5.53,broken clouds
482,Isangel,VU,2020-08-23 20:04:54,-19.55,169.27,77.23,85,18,4.85,few clouds
483,Secunda,ZA,2020-08-23 20:09:58,-26.55,29.17,51.01,53,0,5.5,clear sky
484,Domoni,KM,2020-08-23 20:04:31,-12.26,44.53,74.93,72,96,2.17,overcast clouds
485,Durham,US,2020-08-23 20:05:53,36.03,-78.87,89.01,58,75,11.41,broken clouds
486,Saryg-Sep,RU,2020-08-23 20:09:58,51.5,95.6,50.56,55,100,3.09,overcast clouds
487,Hengyang,CN,2020-08-23 20:09:58,26.89,112.61,80.17,81,0,2.77,clear sky
488,Dukat,RU,2020-08-23 20:03:59,62.55,155.55,32.0,98,100,3.33,overcast clouds
489,Ngunguru,NZ,2020-08-23 20:05:52,-35.62,174.5,55.0,3,78,8.99,broken clouds
490,Henties Bay,NA,2020-08-23 19:59:21,-22.12,14.28,57.99,86,0,5.01,clear sky
491,Gao,ML,2020-08-23 20:09:59,16.64,1.64,96.24,31,96,4.79,overcast clouds
492,Taber,CA,2020-08-23 20:09:59,49.82,-112.15,75.2,29,20,2.24,few clouds
493,Wagga Wagga,AU,2020-08-23 20:09:59,-35.12,147.37,37.4,100,2,5.82,clear sky
494,Denia,ES,2020-08-23 20:10:00,38.84,0.11,82.0,76,9,7.7,clear sky
495,Casimiro Castillo,MX,2020-08-23 20:10:00,19.6,-104.43,91.4,66,40,11.41,scattered clouds
496,Kodinsk,RU,2020-08-23 20:10:00,58.69,99.18,52.48,90,9,1.99,clear sky
497,Wanning,CN,2020-08-23 20:10:00,18.8,110.4,79.83,87,90,9.73,overcast clouds
498,Masterton,NZ,2020-08-23 20:10:01,-40.96,175.66,55.0,91,100,7.0,overcast clouds
499,Tubuala,PA,2020-08-23 20:10:01,9.52,-79.03,80.6,83,40,9.17,light rain
500,Sibu,MY,2020-08-23 20:10:01,2.3,111.82,73.4,100,40,1.52,thunderstorm with light rain
501,Coquimbo,CL,2020-08-23 20:05:24,-29.95,-71.34,57.2,58,90,12.75,overcast clouds
502,Ejido,VE,2020-08-23 20:10:02,8.55,-71.24,75.18,61,78,3.62,moderate rain
503,Saint-Francois,FR,2020-08-23 20:10:02,46.42,3.91,64.4,59,0,3.36,clear sky
504,Kuching,MY,2020-08-23 20:10:02,1.55,110.33,78.8,88,40,3.36,thunderstorm with light rain
505,Dudinka,RU,2020-08-23 20:05:02,69.41,86.18,57.2,82,100,13.42,overcast clouds
506,Zhezkazgan,KZ,2020-08-23 20:10:03,47.8,67.71,70.16,32,100,8.43,overcast clouds
507,Saint-Georges,GD,2020-08-23 20:09:59,12.06,-61.75,86.0,74,20,8.05,few clouds
508,Biskamzha,RU,2020-08-23 20:10:03,53.45,89.53,47.14,90,54,3.31,broken clouds
509,Road Town,VG,2020-08-23 20:10:03,18.42,-64.62,87.8,74,40,11.41,scattered clouds
510,Takhtamygda,RU,2020-08-23 20:10:04,54.1,123.57,51.87,91,100,6.06,light rain
511,Banda Aceh,ID,2020-08-23 20:10:04,5.56,95.32,80.31,78,69,5.66,broken clouds
512,Quanzhou,CN,2020-08-23 20:10:04,24.91,118.59,82.4,88,6,4.47,clear sky
513,Mazatlan,MX,2020-08-23 20:07:17,23.22,-106.42,87.8,74,75,3.36,broken clouds
514,Tabat,ID,2020-08-23 20:10:04,-2.63,115.23,71.74,74,0,0.96,clear sky
515,Yongan,CN,2020-08-23 20:10:04,39.7,113.69,59.52,87,97,5.57,overcast clouds
516,Na Wa,TH,2020-08-23 20:10:05,17.49,104.1,76.05,91,100,7.31,light rain
517,Camacha,PT,2020-08-23 20:10:05,33.08,-16.33,73.4,78,40,13.87,scattered clouds
518,Chitral,PK,2020-08-23 20:10:05,35.85,71.79,76.15,55,8,4.43,clear sky
519,Mustasaari,FI,2020-08-23 20:09:25,63.11,21.68,61.0,87,20,3.36,few clouds
520,Kisangani,CD,2020-08-23 20:05:55,0.52,25.2,69.35,95,100,1.19,overcast clouds
521,Broken Hill,AU,2020-08-23 20:04:15,-31.95,141.43,39.2,85,3,4.7,clear sky
522,Bonfim,BR,2020-08-23 20:08:18,3.08,-59.95,87.08,57,40,4.38,light rain
523,Campbell River,CA,2020-08-23 20:10:06,50.02,-125.24,64.4,63,90,6.93,overcast clouds
524,Tilichiki,RU,2020-08-23 20:05:24,60.47,166.1,47.41,82,84,5.41,broken clouds
525,Mehamn,NO,2020-08-23 19:59:57,71.04,27.85,55.4,87,100,3.36,overcast clouds
526,Kirando,TZ,2020-08-23 20:10:06,-7.42,30.6,75.45,52,78,5.79,broken clouds
527,Pangnirtung,CA,2020-08-23 20:06:07,66.15,-65.71,42.8,93,75,4.7,fog
528,Kamra,PK,2020-08-23 20:10:07,33.75,73.51,84.0,94,20,9.17,mist
529,Barcelos,PT,2020-08-23 20:02:54,41.54,-8.62,73.0,82,7,6.93,clear sky
530,Brainerd,US,2020-08-23 20:10:07,46.36,-94.2,84.99,51,1,3.36,clear sky
531,Goldap,PL,2020-08-23 20:07:50,54.31,22.3,60.78,82,33,5.3,scattered clouds
532,El Silencio,VE,2020-08-23 20:07:08,10.5,-66.92,81.0,54,8,1.32,moderate rain
533,Mushie,CD,2020-08-23 20:10:08,-3.02,16.9,76.33,76,100,3.74,light rain
534,Alyangula,AU,2020-08-23 20:05:07,-13.85,136.42,51.8,93,0,15.59,clear sky
535,Polunochnoye,RU,2020-08-23 20:10:08,60.87,60.42,46.94,90,37,2.75,scattered clouds
536,Comodoro Rivadavia,AR,2020-08-23 20:05:06,-45.87,-67.5,51.8,66,40,10.29,scattered clouds
537,Faya,SA,2020-08-23 20:10:08,18.39,42.45,71.6,88,74,4.7,broken clouds
538,Kiboga,UG,2020-08-23 20:10:08,0.92,31.77,64.98,82,19,1.63,few clouds
539,Punta Alta,AR,2020-08-23 20:09:40,-38.88,-62.07,62.15,43,3,16.46,clear sky
540,Quatre Cocos,MU,2020-08-23 20:04:57,-20.21,57.76,71.6,73,40,17.22,scattered clouds
541,Menongue,AO,2020-08-23 20:10:09,-14.66,17.69,61.3,33,80,2.77,broken clouds
542,Zakupne,UA,2020-08-23 20:10:09,49.12,26.34,72.0,67,100,3.0,light rain
543,Baytown,US,2020-08-23 20:10:09,29.74,-94.98,96.01,48,0,8.68,clear sky
